date,hasil forecast
2025-09-15,4.763387620049114
2025-09-16,4.762900826709909
2025-09-17,4.762877012265311
2025-09-18,4.765787542763127
2025-09-19,4.7639306771914685
2025-09-22,4.7648568753386575
2025-09-23,4.7632008989141665
2025-09-24,4.759732170696968
2025-09-25,4.761194585035148
2025-09-26,4.761761677079887
2025-09-29,4.762008342723344
2025-09-30,4.759753113564594
2025-10-01,4.761022232910762
2025-10-02,4.761076984981265
2025-10-03,4.763360945153132
2025-10-06,4.75951989137602
2025-10-07,4.758919753757189
2025-10-08,4.759073469347729
2025-10-09,4.76216644402479
2025-10-10,4.762066915786184
2025-10-13,4.763320456757174
2025-10-14,4.7624259891685305
2025-10-15,4.7617331065955355
2025-10-16,4.7600534634619995
2025-10-17,4.763761084278133
2025-10-20,4.761918817808039
2025-10-21,4.762755560450016
2025-10-22,4.76095653125729
2025-10-23,4.763864459015274
2025-10-24,4.763273300118078
2025-10-27,4.764108375119774
2025-10-28,4.7597773883673735
2025-10-29,4.760759907812852
2025-10-30,4.76094700935375
2025-10-31,4.760411432941935
2025-11-03,4.76179977132568
2025-11-04,4.763769659055802
2025-11-05,4.764160304184075
2025-11-06,4.761129357116146
2025-11-07,4.762777945453754
2025-11-10,4.7630456210959045
2025-11-11,4.760957959544464
2025-11-12,4.7599225637916325
2025-11-13,4.761480265280572
2025-11-14,4.761229341882481
2025-11-17,4.763988321101407
2025-11-18,4.764141723995121
2025-11-19,4.760819893765601
2025-11-20,4.761662157300821
2025-11-21,4.759024451143438
2025-11-24,4.760290520027139
2025-11-25,4.761326471951779
2025-11-26,4.761702155430934
2025-11-27,4.760588047482277
2025-11-28,4.758980192421847
2025-12-01,4.760952246398341
2025-12-02,4.762182635418225
2025-12-03,4.758787457626959
2025-12-04,4.75990114418829
2025-12-05,4.762287404588661
2025-12-08,4.762190254916537
2025-12-09,4.765674118369366
2025-12-10,4.7632251913006955
2025-12-11,4.761486931357609
2025-12-12,4.759508944492858
2025-12-15,4.7606813559224275
2025-12-16,4.760778474812698
2025-12-17,4.7602729069848
2025-12-18,4.761667395132076
2025-12-19,4.759542737126328
2025-12-22,4.762370269110419
2025-12-23,4.762520286136653
2025-12-24,4.763123735684627
2025-12-25,4.762963221119421
2025-12-26,4.761691679697716
2025-12-29,4.76042952253975
2025-12-30,4.758772705408707
2025-12-31,4.759017312612116
