Tanggal,Forecast
2024-07-01,4.581982190042641
2024-07-02,4.53358930792812
2024-07-03,4.54941651642486
2024-07-04,4.575545501484868
2024-07-05,4.551035343694627
2024-07-08,4.59532513325196
2024-07-09,4.554306965322066
2024-07-10,4.53557186561616
2024-07-11,4.547611665464395
2024-07-12,4.520661088653542
2024-07-15,4.486079091769044
2024-07-16,4.406000385228569
2024-07-17,4.437202015747216
2024-07-18,4.510183666650718
2024-07-19,4.480139551750404
2024-07-22,4.497092752265874
2024-07-23,4.472272512800133
2024-07-24,4.523690145431819
2024-07-25,4.468284036391819
2024-07-26,4.5626239571003175
2024-07-29,4.59432527405385
2024-07-30,4.535857332628861
2024-07-31,4.674249159668256
2024-08-01,4.696559883827875
2024-08-02,4.677402757300624
2024-08-05,4.556881624262694
2024-08-06,4.5620644336115905
2024-08-07,4.587678999572849
2024-08-08,4.697383443836818
2024-08-09,4.734487705456517
