ds,y,kolom
2024-11-29,5.113345568168922,Terakhir
2024-12-02,5.0980560479549935,Terakhir
2024-12-02,5.0981192642419275,Terakhir
2024-12-02,5.0980560479549935,Terakhir
2024-12-03,5.023958656840641,Terakhir
2024-12-04,5.145697867348517,Terakhir
2024-12-05,5.171253936390693,Terakhir
2024-12-06,5.186463715944753,Terakhir
2024-12-09,5.154709691622494,Terakhir
2024-12-09,5.154780827107072,Terakhir
2024-12-09,5.154709691622494,Terakhir
2024-12-10,5.135565171840902,Terakhir
2024-12-11,5.097183335465904,Terakhir
2024-12-12,5.234809217448203,Terakhir
2024-12-13,5.19109885395837,Terakhir
2024-12-16,5.160057382132746,Terakhir
2024-12-16,5.159976885865457,Terakhir
2024-12-16,5.159976885865457,Terakhir
2024-12-17,5.135827605926318,Terakhir
2024-12-18,5.059321583988312,Terakhir
2024-12-19,5.029996558919588,Terakhir
2024-12-20,4.941123823685401,Terakhir
2024-12-23,4.9113556328386,Terakhir
2024-12-23,4.9113556328386,Terakhir
2024-12-23,4.9113556328386,Terakhir
2024-12-24,4.994990449067049,Terakhir
2024-12-25,4.918936752823466,Terakhir
2024-12-26,4.910960775719188,Terakhir
2024-12-27,4.91410921929132,Terakhir
2024-12-30,4.920159752512781,Terakhir
2024-12-30,4.920159752512781,Terakhir
2024-12-30,4.920159752512781,Terakhir
2024-12-31,4.895788765608627,Terakhir
2025-01-01,4.921367307877031,Terakhir
2025-01-02,4.935032704918699,Terakhir
2025-01-03,4.949265590411974,Terakhir
2025-01-06,4.948297608734183,Terakhir
2025-01-06,4.948297608734183,Terakhir
2025-01-06,4.948297608734183,Terakhir
2025-01-07,4.887849345024636,Terakhir
2025-01-08,4.9069501593253095,Terakhir
2025-01-09,4.844387411044802,Terakhir
2025-01-10,4.91384386455812,Terakhir
2025-01-13,4.903860735076781,Terakhir
2025-01-13,4.903860735076781,Terakhir
2025-01-13,4.903860735076781,Terakhir
2025-01-14,4.8103526623217245,Terakhir
2025-01-15,4.779718244018263,Terakhir
2025-01-16,4.895091165414722,Terakhir
2025-01-17,4.8619578179866885,Terakhir
2025-01-20,4.908853443620068,Terakhir
2025-01-20,4.908853443620068,Terakhir
2025-01-20,4.908853443620068,Terakhir
2025-01-21,4.9072171046748245,Terakhir
2025-01-22,4.892109005614899,Terakhir
2025-01-23,4.9122574405162,Terakhir
2025-01-24,4.91329845815977,Terakhir
2025-01-27,4.904018151532896,Terakhir
2025-01-27,4.904018151532896,Terakhir
2025-01-27,4.904018151532896,Terakhir
2025-01-28,4.886357801025727,Terakhir
2025-01-29,4.8815495490210274,Terakhir
2025-01-30,4.870774697961013,Terakhir
2025-01-31,4.837296546981813,Terakhir
2024-07-01,4.411846017748891,Pembukaan
2024-07-02,4.434075329005146,Pembukaan
2024-07-03,4.543375781711724,Pembukaan
2024-07-04,4.53247432959326,Pembukaan
2024-07-05,4.548875229064946,Pembukaan
2024-07-08,4.544659012216098,Pembukaan
2024-07-08,4.544659012216098,Pembukaan
2024-07-08,4.544659012216098,Pembukaan
2024-07-09,4.55725468744897,Pembukaan
2024-07-10,4.558108797004963,Pembukaan
2024-07-11,4.517864832291011,Pembukaan
2024-07-12,4.55236509949789,Pembukaan
2024-07-15,4.57108868123318,Pembukaan
2024-07-15,4.571314041460248,Pembukaan
2024-07-15,4.57108868123318,Pembukaan
2024-07-16,4.56609886361097,Pembukaan
2024-07-17,4.5225237961582305,Pembukaan
2024-07-18,4.4830611253448005,Pembukaan
2024-07-19,4.48341933623905,Pembukaan
2024-07-22,4.5020430281402195,Pembukaan
2024-07-22,4.5020430281402195,Pembukaan
2024-07-22,4.5020430281402195,Pembukaan
2024-07-23,4.509005413333037,Pembukaan
2024-07-24,4.501028832099453,Pembukaan
2024-07-25,4.470791221461737,Pembukaan
2024-07-26,4.494752476498857,Pembukaan
2024-07-29,4.4944944851111295,Pembukaan
2024-07-29,4.4944944851111295,Pembukaan
2024-07-29,4.494486395028337,Pembukaan
2024-07-30,4.578913303523109,Pembukaan
2024-07-31,4.5880922230893075,Pembukaan
2024-08-01,4.583722770756798,Pembukaan
2024-08-02,4.643487962977367,Pembukaan
2024-08-05,4.668885536251395,Pembukaan
2024-08-05,4.669283342245379,Pembukaan
2024-08-05,4.669578450277923,Pembukaan
2024-08-06,4.618666836855439,Pembukaan
2024-08-07,4.612563609734956,Pembukaan
2024-08-08,4.612948313581935,Pembukaan
2024-08-09,4.625022796845887,Pembukaan
2024-08-12,4.698925191948409,Pembukaan
2024-08-12,4.699099055396965,Pembukaan
2024-08-12,4.698925191948409,Pembukaan
2024-08-13,4.722232617761281,Pembukaan
2024-08-14,4.730131010971159,Pembukaan
2024-08-15,4.716768852370539,Pembukaan
2024-08-16,4.834647885065308,Pembukaan
2024-08-19,4.931123733942158,Pembukaan
2024-08-19,4.931187838967381,Pembukaan
2024-08-19,4.931123733942158,Pembukaan
2024-08-20,5.009546038933339,Pembukaan
2024-08-21,5.076891678459965,Pembukaan
2024-08-22,5.173416489711768,Pembukaan
2024-08-23,5.038947344244573,Pembukaan
2024-08-26,5.066618841692835,Pembukaan
2024-08-26,5.066618841692835,Pembukaan
2024-08-26,5.065980487935913,Pembukaan
2024-08-27,5.15109853656713,Pembukaan
2024-08-28,5.1777577719425665,Pembukaan
2024-08-29,5.201754122739346,Pembukaan
2024-08-30,5.084295117849698,Pembukaan
2024-09-02,5.065765694916869,Pembukaan
2024-09-02,5.066012910314788,Pembukaan
2024-09-02,5.065765694916869,Pembukaan
2024-09-03,5.085872002249033,Pembukaan
2024-09-04,5.211618186709186,Pembukaan
2024-09-05,5.0752749459386965,Pembukaan
2024-09-06,5.084431378784745,Pembukaan
2024-09-09,5.054574121692744,Pembukaan
2024-09-09,5.054703520446557,Pembukaan
2024-09-09,5.054876899750746,Pembukaan
2024-09-10,5.05164837036303,Pembukaan
2024-09-11,5.072917520871061,Pembukaan
2024-09-12,5.037868117312768,Pembukaan
2024-09-13,5.034812066238849,Pembukaan
2024-09-16,5.032904234022786,Pembukaan
2024-09-16,5.0326400134863505,Pembukaan
2024-09-16,5.032687823793577,Pembukaan
2024-09-17,5.043891463857867,Pembukaan
2024-09-18,5.0508331001101325,Pembukaan
2024-09-19,5.083466953630808,Pembukaan
2024-09-20,5.1738081321635185,Pembukaan
2024-09-23,5.207766140498914,Pembukaan
2024-09-23,5.208256214350349,Pembukaan
2024-09-23,5.207928104544412,Pembukaan
2024-09-24,5.201915899808183,Pembukaan
2024-09-25,5.2091484650589575,Pembukaan
2024-09-26,5.246579287722666,Pembukaan
2024-09-27,5.225960977089347,Pembukaan
2024-09-30,5.255178650288205,Pembukaan
2024-09-30,5.255186533062093,Pembukaan
2024-09-30,5.2550451704456895,Pembukaan
2024-10-01,5.132649512359684,Pembukaan
2024-10-02,5.121669192087687,Pembukaan
2024-10-03,5.1504392381504465,Pembukaan
2024-10-04,5.163609239493772,Pembukaan
2024-10-07,5.20507546228864,Pembukaan
2024-10-07,5.205074421273652,Pembukaan
2024-10-07,5.20507546228864,Pembukaan
2024-10-08,5.145944866774089,Pembukaan
2024-10-09,5.115235298462531,Pembukaan
2024-10-10,5.170702193031712,Pembukaan
2024-10-11,5.134810812726192,Pembukaan
2024-10-14,5.1428674830920125,Pembukaan
2024-10-14,5.142874683111528,Pembukaan
2024-10-14,5.142874683111528,Pembukaan
2024-10-15,5.094423448416292,Pembukaan
2024-10-16,4.9862892706755115,Pembukaan
2024-10-17,4.977706784795648,Pembukaan
2024-10-18,4.965163363614241,Pembukaan
2024-10-21,4.974345479271274,Pembukaan
2024-10-21,4.974430541306248,Pembukaan
2024-10-21,4.974345479271274,Pembukaan
2024-10-22,4.966597013214678,Pembukaan
2024-10-23,5.083869071770403,Pembukaan
2024-10-24,5.187495924925614,Pembukaan
2024-10-25,5.237063287970182,Pembukaan
2024-10-28,5.235525388334121,Pembukaan
2024-10-28,5.235545806922953,Pembukaan
2024-10-28,5.235525388334121,Pembukaan
2024-10-29,5.2320763136981245,Pembukaan
2024-10-30,5.23971234063142,Pembukaan
2024-10-31,5.18665665598365,Pembukaan
2024-11-01,5.290329863630673,Pembukaan
2024-11-04,5.201374928685588,Pembukaan
2024-11-04,5.201340599724346,Pembukaan
2024-11-04,5.201374928685588,Pembukaan
2024-11-05,5.125617984005536,Pembukaan
2024-11-06,5.132617690031358,Pembukaan
2024-11-07,5.144789731820247,Pembukaan
2024-11-08,5.089603348893046,Pembukaan
2024-11-11,5.087368994650922,Pembukaan
2024-11-11,5.08733541812636,Pembukaan
2024-11-11,5.087368994650922,Pembukaan
2024-11-12,5.025877673064513,Pembukaan
2024-11-13,5.019659486357019,Pembukaan
2024-11-14,5.026378275410333,Pembukaan
2024-11-15,5.046782441852754,Pembukaan
2024-11-18,4.988954655789231,Pembukaan
2024-11-18,4.988954655789231,Pembukaan
2024-11-18,4.988983092911814,Pembukaan
2024-11-19,4.975281739189767,Pembukaan
2024-11-20,4.959213204355863,Pembukaan
2024-11-21,4.969589792590084,Pembukaan
2024-11-22,4.982396499080292,Pembukaan
2024-11-25,4.935012964827359,Pembukaan
2024-11-25,4.935012964827359,Pembukaan
2024-11-25,4.934951277550845,Pembukaan
2024-11-26,4.952124121542399,Pembukaan
2024-11-27,5.039820165508736,Pembukaan
2024-11-28,5.08957586510917,Pembukaan
2024-11-29,5.150791025163803,Pembukaan
2024-12-02,5.114007789297892,Pembukaan
2024-12-02,5.113910112681931,Pembukaan
2024-12-02,5.114007789297892,Pembukaan
2024-12-03,5.08798663873711,Pembukaan
2024-12-04,5.045830708435503,Pembukaan
2024-12-05,5.135854825884762,Pembukaan
2024-12-06,5.189683953270507,Pembukaan
2024-12-09,5.157945287015872,Pembukaan
2024-12-09,5.158068563381378,Pembukaan
2024-12-09,5.157945287015872,Pembukaan
2024-12-10,5.152129374516194,Pembukaan
2024-12-11,5.131298776772632,Pembukaan
2024-12-12,5.087103949630784,Pembukaan
2024-12-13,5.157992740330798,Pembukaan
2024-12-16,5.174869906526562,Pembukaan
2024-12-16,5.174962020030706,Pembukaan
2024-12-16,5.174869906526562,Pembukaan
2024-12-17,5.121259474941224,Pembukaan
2024-12-18,5.1154271233829185,Pembukaan
2024-12-19,5.0403216525637715,Pembukaan
2024-12-20,4.978606835544475,Pembukaan
2024-12-23,4.908835280895928,Pembukaan
2024-12-23,4.908894678162179,Pembukaan
2024-12-23,4.908835280895928,Pembukaan
2024-12-24,4.920381164683381,Pembukaan
2024-12-25,4.973487478680778,Pembukaan
2024-12-26,4.942730444182492,Pembukaan
2024-12-27,4.9111709693385,Pembukaan
2024-12-30,4.890732070742494,Pembukaan
2024-12-30,4.8907379396245005,Pembukaan
2024-12-30,4.890732070742494,Pembukaan
2024-12-31,4.917437197626338,Pembukaan
2025-01-01,4.918800992042597,Pembukaan
2025-01-02,4.927030628486083,Pembukaan
2025-01-03,4.919031197315785,Pembukaan
2025-01-06,4.942006881411551,Pembukaan
2025-01-06,4.942038016152979,Pembukaan
2025-01-06,4.942006881411551,Pembukaan
2025-01-07,4.943129338624512,Pembukaan
2025-01-08,4.885059668222573,Pembukaan
2025-01-09,4.883361428232065,Pembukaan
2025-01-10,4.84976330177152,Pembukaan
2025-01-13,4.920128755603981,Pembukaan
2025-01-13,4.920095298842196,Pembukaan
2025-01-13,4.920068730399317,Pembukaan
2025-01-14,4.909951676968226,Pembukaan
2025-01-15,4.820880559162982,Pembukaan
2025-01-16,4.802064357800174,Pembukaan
2025-01-17,4.939330027308461,Pembukaan
2025-01-20,4.86850787998193,Pembukaan
2025-01-20,4.86850787998193,Pembukaan
2025-01-20,4.86850787998193,Pembukaan
2025-01-21,4.915018905096635,Pembukaan
2025-01-22,4.918716389393118,Pembukaan
2025-01-23,4.907995451028861,Pembukaan
2025-01-24,4.923193966200473,Pembukaan
2025-01-27,4.911343354464865,Pembukaan
2025-01-27,4.911343354464865,Pembukaan
2025-01-27,4.911343354464865,Pembukaan
2025-01-28,4.903842590825627,Pembukaan
2025-01-29,4.901770664775555,Pembukaan
2025-01-30,4.906289728281871,Pembukaan
2025-01-31,4.903257597300099,Pembukaan
2024-07-01,4.48176615605301,Tertinggi
2024-07-02,4.543826506944871,Tertinggi
2024-07-03,4.583152132794789,Tertinggi
2024-07-04,4.573132871927336,Tertinggi
2024-07-05,4.582132953097438,Tertinggi
2024-07-08,4.581714623455859,Tertinggi
2024-07-08,4.581714623455859,Tertinggi
2024-07-08,4.581714623455859,Tertinggi
2024-07-09,4.6009430805835825,Tertinggi
2024-07-10,4.580667363199344,Tertinggi
2024-07-11,4.574510507009788,Tertinggi
2024-07-12,4.603622069194779,Tertinggi
2024-07-15,4.60757136813904,Tertinggi
2024-07-15,4.607480599877158,Tertinggi
2024-07-15,4.607480599877158,Tertinggi
2024-07-16,4.581593209627078,Tertinggi
2024-07-17,4.541839926010963,Tertinggi
2024-07-18,4.51953584765769,Tertinggi
2024-07-19,4.5381675172008,Tertinggi
2024-07-22,4.537972833990297,Tertinggi
2024-07-22,4.537972833990297,Tertinggi
2024-07-22,4.537995523911192,Tertinggi
2024-07-23,4.532103588356623,Tertinggi
2024-07-24,4.521902444076503,Tertinggi
2024-07-25,4.528288257575818,Tertinggi
2024-07-26,4.521528046054427,Tertinggi
2024-07-29,4.602287672587053,Tertinggi
2024-07-29,4.602287672587053,Tertinggi
2024-07-29,4.602287672587053,Tertinggi
2024-07-30,4.6179228295594195,Tertinggi
2024-07-31,4.599568524160061,Tertinggi
2024-08-01,4.666067314071503,Tertinggi
2024-08-02,4.7015107817977855,Tertinggi
2024-08-05,4.681781968697054,Tertinggi
2024-08-05,4.681521200703854,Tertinggi
2024-08-05,4.681781968697054,Tertinggi
2024-08-06,4.652907997780312,Tertinggi
2024-08-07,4.6390666825340485,Tertinggi
2024-08-08,4.641760442531454,Tertinggi
2024-08-09,4.723045856235883,Tertinggi
2024-08-12,4.751102042100885,Tertinggi
2024-08-12,4.751102042100885,Tertinggi
2024-08-12,4.751102042100885,Tertinggi
2024-08-13,4.754123277867094,Tertinggi
2024-08-14,4.727684746979916,Tertinggi
2024-08-15,4.805975310131004,Tertinggi
2024-08-16,4.910636171940186,Tertinggi
2024-08-19,5.031584276362218,Tertinggi
2024-08-19,5.0313900609575315,Tertinggi
2024-08-19,5.031584276362218,Tertinggi
2024-08-20,5.090269112551076,Tertinggi
2024-08-21,5.1690018287206625,Tertinggi
2024-08-22,5.270476626896397,Tertinggi
2024-08-23,5.057732194852731,Tertinggi
2024-08-26,5.184337183250178,Tertinggi
2024-08-26,5.184337183250178,Tertinggi
2024-08-26,5.184337183250178,Tertinggi
2024-08-27,5.230752765826624,Tertinggi
2024-08-28,5.223938399090343,Tertinggi
2024-08-29,5.2036458244289,Tertinggi
2024-08-30,5.079535396367834,Tertinggi
2024-09-02,5.102647894524544,Tertinggi
2024-09-02,5.102647894524544,Tertinggi
2024-09-02,5.102647894524544,Tertinggi
2024-09-03,5.2148999331790495,Tertinggi
2024-09-04,5.221044094515445,Tertinggi
2024-09-05,5.117728048284492,Tertinggi
2024-09-06,5.133078106487523,Tertinggi
2024-09-09,5.121285081302615,Tertinggi
2024-09-09,5.121078185564651,Tertinggi
2024-09-09,5.121078185564651,Tertinggi
2024-09-10,5.1069772858227696,Tertinggi
2024-09-11,5.111516340392995,Tertinggi
2024-09-12,5.072968757596768,Tertinggi
2024-09-13,5.080268934239228,Tertinggi
2024-09-16,5.0793042827651735,Tertinggi
2024-09-16,5.0793042827651735,Tertinggi
2024-09-16,5.079231141310122,Tertinggi
2024-09-17,5.0780396934466685,Tertinggi
2024-09-18,5.087305402935939,Tertinggi
2024-09-19,5.197557480769561,Tertinggi
2024-09-20,5.213830988263346,Tertinggi
2024-09-23,5.225756646009842,Tertinggi
2024-09-23,5.225756646009842,Tertinggi
2024-09-23,5.225812039323873,Tertinggi
2024-09-24,5.219651827722467,Tertinggi
2024-09-25,5.219021853766554,Tertinggi
2024-09-26,5.257409947184512,Tertinggi
2024-09-27,5.256088400449175,Tertinggi
2024-09-30,5.259493345699579,Tertinggi
2024-09-30,5.259517539424615,Tertinggi
2024-09-30,5.259493345699579,Tertinggi
2024-10-01,5.166765168777317,Tertinggi
2024-10-02,5.20815725842236,Tertinggi
2024-10-03,5.169661435436021,Tertinggi
2024-10-04,5.2131605327094706,Tertinggi
2024-10-07,5.221353189474961,Tertinggi
2024-10-07,5.221461794750793,Tertinggi
2024-10-07,5.221461794750793,Tertinggi
2024-10-08,5.178795498576799,Tertinggi
2024-10-09,5.193892935932022,Tertinggi
2024-10-10,5.202604158809057,Tertinggi
2024-10-11,5.173575316035973,Tertinggi
2024-10-14,5.186080969046051,Tertinggi
2024-10-14,5.186080969046051,Tertinggi
2024-10-14,5.185994362217037,Tertinggi
2024-10-15,5.10046238833538,Tertinggi
2024-10-16,5.00120958411528,Tertinggi
2024-10-17,4.966030356823833,Tertinggi
2024-10-18,4.9750518864830555,Tertinggi
2024-10-21,4.973712782766661,Tertinggi
2024-10-21,4.973712285395408,Tertinggi
2024-10-21,4.973712782766661,Tertinggi
2024-10-22,5.086790084999914,Tertinggi
2024-10-23,5.213413898468098,Tertinggi
2024-10-24,5.2647396754260365,Tertinggi
2024-10-25,5.272141833468363,Tertinggi
2024-10-28,5.267399567135193,Tertinggi
2024-10-28,5.2673274042554405,Tertinggi
2024-10-28,5.267399567135193,Tertinggi
2024-10-29,5.242356966661536,Tertinggi
2024-10-30,5.256369083063919,Tertinggi
2024-10-31,5.245881539078713,Tertinggi
2024-11-01,5.3005145460177125,Tertinggi
2024-11-04,5.231527497678721,Tertinggi
2024-11-04,5.231544761747949,Tertinggi
2024-11-04,5.231527497678721,Tertinggi
2024-11-05,5.164251632439178,Tertinggi
2024-11-06,5.1909607725653455,Tertinggi
2024-11-07,5.166475838029203,Tertinggi
2024-11-08,5.113540901700472,Tertinggi
2024-11-11,5.100590411548012,Tertinggi
2024-11-11,5.100635807004685,Tertinggi
2024-11-11,5.100590411548012,Tertinggi
2024-11-12,4.99270875922261,Tertinggi
2024-11-13,4.997378625230335,Tertinggi
2024-11-14,5.037031396910034,Tertinggi
2024-11-15,5.042118343352025,Tertinggi
2024-11-18,4.9833213176910345,Tertinggi
2024-11-18,4.9833213176910345,Tertinggi
2024-11-18,4.9833213176910345,Tertinggi
2024-11-19,4.9838455906699295,Tertinggi
2024-11-20,4.977869060681916,Tertinggi
2024-11-21,5.009559564725904,Tertinggi
2024-11-22,4.990896734845332,Tertinggi
2024-11-25,4.969032235894871,Tertinggi
2024-11-25,4.969032235894871,Tertinggi
2024-11-25,4.969032235894871,Tertinggi
2024-11-26,5.091169660808231,Tertinggi
2024-11-27,5.126951330637388,Tertinggi
2024-11-28,5.174679474817967,Tertinggi
2024-11-29,5.2071672818277905,Tertinggi
2024-12-02,5.1292671847388025,Tertinggi
2024-12-02,5.1292671847388025,Tertinggi
2024-12-02,5.1292671847388025,Tertinggi
2024-12-03,5.143329847661717,Tertinggi
2024-12-04,5.1753537794835305,Tertinggi
2024-12-05,5.221833053882505,Tertinggi
2024-12-06,5.222338551787826,Tertinggi
2024-12-09,5.191463801035543,Tertinggi
2024-12-09,5.191463801035543,Tertinggi
2024-12-09,5.191463801035543,Tertinggi
2024-12-10,5.19906551092393,Tertinggi
2024-12-11,5.159041982758518,Tertinggi
2024-12-12,5.22427953340572,Tertinggi
2024-12-13,5.245940293280974,Tertinggi
2024-12-16,5.186031701510866,Tertinggi
2024-12-16,5.186031701510866,Tertinggi
2024-12-16,5.186031701510866,Tertinggi
2024-12-17,5.162678324672384,Tertinggi
2024-12-18,5.161284589687413,Tertinggi
2024-12-19,5.076373354280493,Tertinggi
2024-12-20,4.9566519364469555,Tertinggi
2024-12-23,4.9022044906759,Tertinggi
2024-12-23,4.9022044906759,Tertinggi
2024-12-23,4.9022044906759,Tertinggi
2024-12-24,4.963079921791382,Tertinggi
2024-12-25,4.990566847474057,Tertinggi
2024-12-26,4.965908193979664,Tertinggi
2024-12-27,4.951479396954254,Tertinggi
2024-12-30,4.936603282190996,Tertinggi
2024-12-30,4.936603282190996,Tertinggi
2024-12-30,4.936603282190996,Tertinggi
2024-12-31,4.935958110304915,Tertinggi
2025-01-01,4.954237643792965,Tertinggi
2025-01-02,4.96812199257009,Tertinggi
2025-01-03,4.970083297358594,Tertinggi
2025-01-06,4.96511768432142,Tertinggi
2025-01-06,4.96511768432142,Tertinggi
2025-01-06,4.96511768432142,Tertinggi
2025-01-07,4.981976500758598,Tertinggi
2025-01-08,4.921017411100419,Tertinggi
2025-01-09,4.90586240905656,Tertinggi
2025-01-10,4.945717744289352,Tertinggi
2025-01-13,4.958813011998251,Tertinggi
2025-01-13,4.958813011998251,Tertinggi
2025-01-13,4.958813011998251,Tertinggi
2025-01-14,4.932956973320496,Tertinggi
2025-01-15,4.8727209611930435,Tertinggi
2025-01-16,4.919286993588691,Tertinggi
2025-01-17,4.970553489478261,Tertinggi
2025-01-20,4.951212519407173,Tertinggi
2025-01-20,4.951212519407173,Tertinggi
2025-01-20,4.951212519407173,Tertinggi
2025-01-21,4.964366022406258,Tertinggi
2025-01-22,4.964521409494554,Tertinggi
2025-01-23,4.968267063850303,Tertinggi
2025-01-24,4.9783315261988434,Tertinggi
2025-01-27,4.967997791072801,Tertinggi
2025-01-27,4.967997791072801,Tertinggi
2025-01-27,4.967997791072801,Tertinggi
2025-01-28,4.948610845886668,Tertinggi
2025-01-29,4.943549028120929,Tertinggi
